"year","iso2","change_id","iso3","country_full_name","summary","change_mag","change_level","pol_area","pol_tool","target_group","target_origin","target_specific","change_restrict","u_complab_country_year_change_country","u_complab_country_year_change_country_code","u_complab_country_year_change_year","u_complab_country_year_change_change"
1905,"CL","CL1905001","CHL","Chile","end of assisted migration programmes",0,3,2,14,3,5,"Europe",1,"Chile","CHL",1905,"CL1905001"
1905,"CL","CL1905002","CHL","Chile","immigration open to europeans",0,3,2,9,2,5,"Europe",-1,"Chile","CHL",1905,"CL1905002"
1905,"CL","CL1905003","CHL","Chile","immigration closed to non-europeans",0,3,2,13,2,5,"Non-European",1,"Chile","CHL",1905,"CL1905003"
1906,"CA","CA1906001","CAN","Canada","First comprehensive immigration act",0,2,2,9,2,2,"Non applicable",1,"Canada","CAN",1906,"CA1906001"
1906,"CA","CA1906002","CAN","Canada","Cornerstone of deportation policy and practice",0,4,4,24,2,2,"Non applicable",1,"Canada","CAN",1906,"CA1906002"
1906,"CA","CA1906003","CAN","Canada","Introduced carrier responsibility",0,4,1,4,2,2,"Non applicable",1,"Canada","CAN",1906,"CA1906003"
1906,"CA","CA1906004","CAN","Canada","New prohibited categories",0,1,2,13,14,2,"Non applicable",1,"Canada","CAN",1906,"CA1906004"
1906,"CA","CA1906005","CAN","Canada","immigration controls introduced at US border",0,3,1,1,2,2,"Those transiting through or originating from the US",1,"Canada","CAN",1906,"CA1906005"
1906,"CA","CA1906006","CAN","Canada","Recruitment of british agricultural workers",0,3,2,14,4,5,"UK",-1,"Canada","CAN",1906,"CA1906006"
1906,"AU","AU1906001","AUS","Australia","mass deportation of pacific islanders",0,3,4,24,2,5,"Pacific Islanders",1,"Australia","AUS",1906,"AU1906001"
1906,"AR","AR1906001","ARG","Argentina","more excluded categories for health reasons",0,1,2,13,14,2,"Non applicable",1,"Argentina","ARG",1906,"AR1906001"
1907,"CA","CA1907001","CAN","Canada","More  recruitment staff",0,1,2,26,4,5,"UK",-1,"Canada","CAN",1907,"CA1907001"
1907,"NZ","NZ1907001","NZL","New Zealand","language test for entry of chinese, otherwise ban",0,1,2,9,2,5,"China",1,"New Zealand","NZL",1907,"NZ1907001"
1907,"ES","ES1907001","ESP","Spain","first legal definition of emigrant",999,999,4,28,2,4,"Non applicable",999,"Spain","ESP",1907,"ES1907001"
1907,"ES","ES1907002","ESP","Spain","control of travel conditions of migrants",0,2,4,4,2,4,"Non applicable",1,"Spain","ESP",1907,"ES1907002"
1907,"ES","ES1907003","ESP","Spain","creation of emigration inspectors",0,2,1,1,2,4,"Non applicable",1,"Spain","ESP",1907,"ES1907003"
1907,"US","US1907001","USA","United States","Japanese immigration focus changes towards integration and family reunification, less labourers",1,3,2,9,6,5,"Japan",-1,"United States","USA",1907,"US1907001"
1907,"CL","CL1907001","CHL","Chile","more control on immigration from Europe through new agency",0,3,2,26,2,5,"Europe",1,"Chile","CHL",1907,"CL1907001"
1908,"CA","CA1908001","CAN","Canada","tightening of chinese immigration act",0,1,2,9,2,5,"China",1,"Canada","CAN",1908,"CA1908001"
1908,"CA","CA1908002","CAN","Canada","stricter entry requirements for Japanese",0,3,2,9,2,5,"Japan",1,"Canada","CAN",1908,"CA1908002"
1908,"NZ","NZ1908001","NZL","New Zealand","quasi-biometric information required from chinese",0,3,1,1,2,5,"China",1,"New Zealand","NZL",1908,"NZ1908001"
1908,"JP","JP1908001","JPN","Japan","limiting of emigration to US",1,3,4,11,2,4,"Non applicable",1,"Japan","JPN",1908,"JP1908001"
1909,"MX","MX1909001","MEX","Mexico","entry ban for specific categories",0,3,2,13,14,2,"Non applicable",1,"Mexico","MEX",1909,"MX1909001"
1909,"MX","MX1909002","MEX","Mexico","creation of work permit",0,4,2,8,3,2,"Non applicable",1,"Mexico","MEX",1909,"MX1909002"
1909,"MX","MX1909003","MEX","Mexico","creation of permanent residence status",0,4,3,20,2,2,"Non applicable",-1,"Mexico","MEX",1909,"MX1909003"
1910,"CA","CA1910001","CAN","Canada","prohibition of entry on the basis of race, remained Canadian immigration policy until 1967.",0,3,2,9,2,5,"Any race deemed unsuited",1,"Canada","CAN",1910,"CA1910001"
1910,"CA","CA1910002","CAN","Canada","Expulsion dispositions expanded",0,3,4,24,14,2,"Non applicable",1,"Canada","CAN",1910,"CA1910002"
1910,"CA","CA1910003","CAN","Canada","More prohibited categories",0,1,2,13,14,2,"Non applicable",1,"Canada","CAN",1910,"CA1910003"
1910,"CA","CA1910004","CAN","Canada","entry tax introduced for all migrants",0,4,2,9,2,2,"Non applicable",1,"Canada","CAN",1910,"CA1910004"
1910,"US","US1910001","USA","United States","Immigration center opened",0,2,1,1,2,2,"Non applicable",1,"United States","USA",1910,"US1910001"
1910,"JP","JP1910001","JPN","Japan","colonialization of Korea leads to increasing immigration of Koreans",999,999,2,28,2,5,"Korea",999,"Japan","JPN",1910,"JP1910001"
1910,"KR","KR1910001","KOR","South Korea","Occupation by Japan triggered large emigration",999,999,4,28,13,4,"Non applicable",999,"South Korea","KOR",1910,"KR1910001"
1910,"AR","AR1910001","ARG","Argentina","detention of workers possible for disturbing public order",0,4,1,3,2,2,"Non applicable",1,"Argentina","ARG",1910,"AR1910001"
1910,"AR","AR1910002","ARG","Argentina","entry ban widened to include political grounds",0,1,2,13,14,2,"Non applicable",1,"Argentina","ARG",1910,"AR1910002"
1910,"AR","AR1910003","ARG","Argentina","carrier sanctions introduced",0,3,1,4,11,2,"Non applicable",1,"Argentina","ARG",1910,"AR1910003"
1911,"MX","MX1911001","MEX","Mexico","civil war triggers emigration",999,999,4,28,3,4,"Non applicable",999,"Mexico","MEX",1911,"MX1911001"
1912,"AT","AT1912001","AUT","Austria","Islam acknowledged as official religion",0,3,3,19,1,1,"Non applicable",-1,"Austria","AUT",1912,"AT1912001"
1912,"IT","IT1912001","ITA","Italy","juis sanguinis established (male line)",0,4,3,21,1,1,"Non applicable",-1,"Italy","ITA",1912,"IT1912001"
1912,"IT","IT1912002","ITA","Italy","women granted citizenship through marriage immediately",0,3,3,21,6,2,"Non applicable",-1,"Italy","ITA",1912,"IT1912002"
1912,"IT","IT1912003","ITA","Italy","second generation can apply for citizenship in specific circumstances",0,3,3,21,2,2,"Non applicable",-1,"Italy","ITA",1912,"IT1912003"
1912,"IT","IT1912004","ITA","Italy","naturalisation requirements introduced",0,4,3,21,2,2,"Non applicable",-1,"Italy","ITA",1912,"IT1912004"
1912,"MA","MA1912001","MAR","Morocco","emigration to France due to colonisation",999,999,4,28,3,4,"Non applicable",999,"Morocco","MAR",1912,"MA1912001"
1912,"ZA","ZA1912001","ZAF","South Africa","establishment of recruitment organisation",0,3,2,14,4,4,"Non applicable",-1,"South Africa","ZAF",1912,"ZA1912001"
1913,"CA","CA1913001","CAN","Canada","immigration numbers drop due to WWI",999,999,2,28,2,2,"Non applicable",999,"Canada","CAN",1913,"CA1913001"
1913,"DE","DE1913001","DEU","Germany","ius sanguinis enshrined in law",0,4,3,21,1,1,"Non applicable",-1,"Germany","DEU",1913,"DE1913001"
1913,"ZA","ZA1913001","ZAF","South Africa","immigration department created",0,4,2,26,2,2,"Non applicable",9,"South Africa","ZAF",1913,"ZA1913001"
1913,"ZA","ZA1913002","ZAF","South Africa","arbitrary entry requirements laid down",0,4,2,9,2,2,"Non applicable",1,"South Africa","ZAF",1913,"ZA1913002"
1913,"ZA","ZA1913003","ZAF","South Africa","immigration board created",0,4,3,26,2,2,"Non applicable",9,"South Africa","ZAF",1913,"ZA1913003"
1913,"ZA","ZA1913004","ZAF","South Africa","prohibition of specific categories of unwanted migrants",0,3,2,13,14,2,"Non applicable",1,"South Africa","ZAF",1913,"ZA1913004"
1913,"ZA","ZA1913005","ZAF","South Africa","prohibition of entry for non-white people",0,3,2,13,2,2,"Non-white people",1,"South Africa","ZAF",1913,"ZA1913005"
1913,"ZA","ZA1913006","ZAF","South Africa","entry of illiterate europeans allowed despite prohibition",0,3,2,9,3,5,"Europe",-1,"South Africa","ZAF",1913,"ZA1913006"
1913,"ZA","ZA1913007","ZAF","South Africa","entry of mine workers allowed despite prohibition",0,3,2,14,4,5,"Those with bilateral agreements",-1,"South Africa","ZAF",1913,"ZA1913007"
1913,"ZA","ZA1913008","ZAF","South Africa","entry of family members allowed despite prohibition",0,4,2,9,6,2,"Non applicable",-1,"South Africa","ZAF",1913,"ZA1913008"
1913,"ZA","ZA1913009","ZAF","South Africa","internal movement prohibited for black people",0,3,1,1,1,4,"Black people",1,"South Africa","ZAF",1913,"ZA1913009"
1913,"ZA","ZA1913010","ZAF","South Africa","wide and discretionary detention powers",0,4,1,3,2,2,"Non applicable",1,"South Africa","ZAF",1913,"ZA1913010"
1913,"ZA","ZA1913011","ZAF","South Africa","wide and discretionary expulsion powers",0,4,4,24,2,2,"Non applicable",1,"South Africa","ZAF",1913,"ZA1913011"
1914,"CA","CA1914001","CAN","Canada","More control of enemy immigrants",0,1,1,1,2,5,"enemy nations, including Germany, Austria, and Hungary",1,"Canada","CAN",1914,"CA1914001"
1914,"CA","CA1914002","CAN","Canada","Surveillance of enemy nationals on the territory",0,3,1,1,2,5,"enemy nations, including Germany, Austria, and Hungary",1,"Canada","CAN",1914,"CA1914002"
1914,"CA","CA1914003","CAN","Canada","Prohibited aliens to join associations",0,3,3,19,2,5,"enemy nations, including Germany, Austria, and Hungary",1,"Canada","CAN",1914,"CA1914003"
1914,"SE","SE1914001","SWE","Sweden","creation of immigration authorities and registers",0,4,1,26,2,2,"Non applicable",1,"Sweden","SWE",1914,"SE1914001"
1914,"SE","SE1914002","SWE","Sweden","deportation of criminals allowed",0,3,4,24,14,2,"Non applicable",1,"Sweden","SWE",1914,"SE1914002"
1914,"GB","GB1914001","GBR","United Kingdom","registration of foreigners required",0,4,1,1,2,2,"Non applicable",1,"United Kingdom","GBR",1914,"GB1914001"
1914,"GB","GB1914002","GBR","United Kingdom","deportation mechanism for enemy foreigners",0,4,4,24,2,2,"Non applicable",1,"United Kingdom","GBR",1914,"GB1914002"
1914,"FR","FR1914001","FRA","France","stay permit introduced for foreigners",0,4,2,9,2,2,"Non applicable",1,"France","FRA",1914,"FR1914001"
1914,"CH","CH1914001","CHE","Switzerland","end of liberal immigration rules",999,999,2,28,2,2,"Non applicable",999,"Switzerland","CHE",1914,"CH1914001"
1914,"ZA","ZA1914001","ZAF","South Africa","family reunification for those married according to any religion",0,4,2,9,6,2,"Non applicable",-1,"South Africa","ZAF",1914,"ZA1914001"
1916,"CA","CA1916001","CAN","Canada","more open recruitment possibilities",0,3,2,13,4,2,"Non applicable",-1,"Canada","CAN",1916,"CA1916001"
1916,"ES","ES1916001","ESP","Spain","residency requirement of 10 years introduced",0,4,3,21,2,2,"Non applicable",1,"Spain","ESP",1916,"ES1916001"
1916,"ES","ES1916002","ESP","Spain","residency requirement of 5 years introduced for spouses of spanish women",0,1,3,21,6,2,"Non applicable",-1,"Spain","ESP",1916,"ES1916002"
1916,"ES","ES1916003","ESP","Spain","residency requirement of 5 years introduced for investors and entrepreneurs",0,2,3,21,10,2,"Non applicable",-1,"Spain","ESP",1916,"ES1916003"
1916,"FR","FR1916001","FRA","France","labour recruitment from china for armament industry",1,3,2,14,4,5,"China",-1,"France","FRA",1916,"FR1916001"
1916,"AR","AR1916001","ARG","Argentina","stricter requirement for entry",0,4,2,9,2,2,"Non applicable",1,"Argentina","ARG",1916,"AR1916001"
1917,"CA","CA1917001","CAN","Canada","Removed voting rights to enemy nationals",0,3,3,19,1,4,"speaking a language or previously citizen of an enemy nation, including Germany, Austria, and Hungary",1,"Canada","CAN",1917,"CA1917001"
1917,"SE","SE1917001","SWE","Sweden","introduction of passport and visa requirements for all",0,4,2,7,1,2,"Non applicable",1,"Sweden","SWE",1917,"SE1917001"
1917,"FR","FR1917001","FRA","France","ID cards for foreigners introduced",0,4,1,2,2,2,"Non applicable",1,"France","FRA",1917,"FR1917001"
1917,"CH","CH1917001","CHE","Switzerland","immigration control introduced, no free mobility anymore",0,3,2,16,2,5,"Those with establishment agreements",1,"Switzerland","CHE",1917,"CH1917001"
1917,"CH","CH1917002","CHE","Switzerland","creation of federal border police",0,4,1,26,2,2,"Non applicable",1,"Switzerland","CHE",1917,"CH1917002"
1917,"CH","CH1917003","CHE","Switzerland","rules to prevent poor and undocumented migrants",0,4,2,9,2,2,"Non applicable",1,"Switzerland","CHE",1917,"CH1917003"
1917,"US","US1917001","USA","United States","Entry prohibited to Asians",0,3,2,13,2,5,"Asia",1,"United States","USA",1917,"US1917001"
1917,"US","US1917002","USA","United States","Entry prohibited to specific categories",0,1,2,13,14,2,"Non applicable",1,"United States","USA",1917,"US1917002"
1917,"US","US1917003","USA","United States","Entry prohibited to illiterate, literacy test introduced",0,4,2,13,2,2,"Non applicable",1,"United States","USA",1917,"US1917003"
1917,"US","US1917004","USA","United States","first bracero programme",1,3,2,14,4,5,"Mexico",-1,"United States","USA",1917,"US1917004"
1917,"FI","FI1917001","FIN","Finland","Independence from Russia triggers immigration flows",999,999,2,28,2,5,"Russia",999,"Finland","FIN",1917,"FI1917001"
1917,"RU","RU1917001","RUS","Russia","October Revolution",999,999,999,28,999,999,"Non applicable",999,"Russia","RUS",1917,"RU1917001"
1917,"RU","RU1917002","RUS","Russia","entry visas required",0,4,2,9,1,2,"Non applicable",1,"Russia","RUS",1917,"RU1917002"
1917,"MX","MX1917001","MEX","Mexico","first bracero programme",999,999,4,14,4,4,"Non applicable",999,"Mexico","MEX",1917,"MX1917001"
1917,"MX","MX1917002","MEX","Mexico","foreigners cannot invest in Mexican land anymore",0,4,3,18,2,2,"Non applicable",1,"Mexico","MEX",1917,"MX1917002"
1917,"MX","MX1917003","MEX","Mexico","expulsion of foreigners still possible",0,2,4,24,2,2,"Non applicable",0,"Mexico","MEX",1917,"MX1917003"
1917,"MX","MX1917004","MEX","Mexico","civil rights of foreigners consolidated",0,2,3,19,2,2,"Non applicable",0,"Mexico","MEX",1917,"MX1917004"
1917,"MX","MX1917005","MEX","Mexico","right to immigrate laid down in constitution",0,4,2,9,2,2,"Non applicable",-1,"Mexico","MEX",1917,"MX1917005"
1917,"MX","MX1917006","MEX","Mexico","ius soli introduced",0,4,3,21,1,1,"Non applicable",-1,"Mexico","MEX",1917,"MX1917006"
1917,"MX","MX1917007","MEX","Mexico","naturalisation rules introduced",0,4,3,21,2,2,"Non applicable",-1,"Mexico","MEX",1917,"MX1917007"
1918,"AT","AT1918001","AUT","Austria","removal of Austrian citizenship from citizens of the former monarchy",0,3,3,21,1,5,"Citizens of former monarchy",1,"Austria","AUT",1918,"AT1918001"
1918,"CS","CS1918001","SCG","Czechoslovakia","Creation of Czechoslovak Republic",999,999,999,28,999,999,"Non applicable",999,"Czechoslovakia","SCG",1918,"CS1918001"
1918,"CS","CS1918002","SCG","Czechoslovakia","creation of Czechoslovak citizenship",0,4,3,21,1,1,"Non applicable",-1,"Czechoslovakia","SCG",1918,"CS1918002"
1918,"CS","CS1918003","SCG","Czechoslovakia","strict naturalisation rules introduced",0,4,3,21,2,2,"Non applicable",-1,"Czechoslovakia","SCG",1918,"CS1918003"
1918,"CS","CS1918004","SCG","Czechoslovakia","immigration of russian political activists",999,999,2,9,12,5,"Russia",999,"Czechoslovakia","SCG",1918,"CS1918004"
1918,"IS","IS1918001","ISL","Iceland","Iceland becomes sovereign state",999,999,999,28,999,999,"Non applicable",999,"Iceland","ISL",1918,"IS1918001"
1918,"RU","RU1918001","RUS","Russia","immediate naturalisation possible for workers and peasants",0,3,3,21,4,2,"Non applicable",-1,"Russia","RUS",1918,"RU1918001"
1918,"RU","RU1918002","RUS","Russia","asylum granted to politically oppressed, ideologically based definition",0,4,2,9,12,2,"Non applicable",-1,"Russia","RUS",1918,"RU1918002"
1918,"YU","YU1918001","YUG","Yugoslavia","creation of Yugoslavia",999,999,999,28,999,999,"Non applicable",999,"Yugoslavia","YUG",1918,"YU1918001"
1918,"CL","CL1918001","CHL","Chile","entry ban for specific categories",0,3,2,13,14,2,"Non applicable",1,"Chile","CHL",1918,"CL1918001"
1918,"CL","CL1918002","CHL","Chile","registration requirement for foreigners",0,4,1,1,2,2,"Non applicable",1,"Chile","CHL",1918,"CL1918002"
1918,"CL","CL1918003","CHL","Chile","expulsion of foreigners allowed",0,4,4,24,2,2,"Non applicable",1,"Chile","CHL",1918,"CL1918003"
1918,"CL","CL1918004","CHL","Chile","appeal in court for expulsion allowed",0,4,4,19,2,2,"Non applicable",-1,"Chile","CHL",1918,"CL1918004"
1919,"CA","CA1919001","CAN","Canada","More prohibited nationalities",0,3,2,13,2,5,"countries that had fought against Canada during the war",1,"Canada","CAN",1919,"CA1919001"
1919,"CA","CA1919002","CAN","Canada","More prohibited categories",0,1,2,13,14,2,"Non applicable",1,"Canada","CAN",1919,"CA1919002"
1919,"GB","GB1919001","GBR","United Kingdom","restriction of work rights for aliens",0,4,3,8,3,2,"Non applicable",1,"United Kingdom","GBR",1919,"GB1919001"
1919,"NZ","NZ1919001","NZL","New Zealand","entry ban on specific categories and nationalities",0,3,2,13,14,2,"Non applicable",1,"New Zealand","NZL",1919,"NZ1919001"
1919,"FR","FR1919001","FRA","France","migration agreement with Poland",1,3,2,14,4,5,"Poland",-1,"France","FRA",1919,"FR1919001"
1919,"GR","GR1919001","GRC","Greece","greek-turkish war 1919-1922",999,999,999,28,999,999,"Non applicable",999,"Greece","GRC",1919,"GR1919001"
1919,"FI","FI1919001","FIN","Finland","first immigration decree creates entry and stay permits",0,4,2,9,2,2,"Non applicable",1,"Finland","FIN",1919,"FI1919001"
1919,"FI","FI1919002","FIN","Finland","ius sanguinis laid down",0,4,3,21,1,1,"Non applicable",-1,"Finland","FIN",1919,"FI1919002"
1919,"PL","PL1919001","POL","Poland","labour agreement with France",1,3,4,14,4,4,"Non applicable",-1,"Poland","POL",1919,"PL1919001"
1919,"IS","IS1919001","ISL","Iceland","creation of Icelandic citizenship, but principles remain in place",0,4,3,21,1,4,"Non applicable",-1,"Iceland","ISL",1919,"IS1919001"
1919,"AR","AR1919001","ARG","Argentina","slightly laxer requirements for entry",0,2,2,9,2,2,"Non applicable",-1,"Argentina","ARG",1919,"AR1919001"
1920,"GB","GB1920001","GBR","United Kingdom","deportation mechanism for aliens detrimental to public good",0,2,4,24,2,2,"Non applicable",0,"United Kingdom","GBR",1920,"GB1920001"
1920,"AU","AU1920001","AUS","Australia","Introduction of residency requirements for naturalisation",0,4,3,21,2,2,"Non applicable",1,"Australia","AUS",1920,"AU1920001"
1920,"AU","AU1920002","AUS","Australia","no visa anymore for NZ",1,3,2,7,1,5,"New Zealand",-1,"Australia","AUS",1920,"AU1920002"
1920,"NZ","NZ1920001","NZL","New Zealand","free entry of British or Irish citizens",0,3,2,16,2,5,"people of British or Irish birth or descent",-1,"New Zealand","NZL",1920,"NZ1920001"
1920,"NZ","NZ1920002","NZL","New Zealand","immigration control for nearly all nationalities",0,4,2,9,2,2,"Non applicable",9,"New Zealand","NZL",1920,"NZ1920002"
1920,"NZ","NZ1920003","NZL","New Zealand","free mobility with Australia",1,3,2,7,1,5,"Australia",-1,"New Zealand","NZL",1920,"NZ1920003"
